2024-05-23 10:19:32,094 INFO    StreamThr :235885 [internal.py:wandb_internal():85] W&B internal server running at pid: 235885, started at: 2024-05-23 10:19:32.093538
2024-05-23 10:19:32,096 DEBUG   HandlerThread:235885 [handler.py:handle_request():158] handle_request: status
2024-05-23 10:19:32,098 INFO    WriterThread:235885 [datastore.py:open_for_write():87] open: /home/smartcps/AirSim/PythonClient/Create_adversarial_path_for_vehicle_in_AirSim/Scenarios2_(Train_Adversarial_Vehicle)/Case2/right_side/wandb/run-20240523_101932-9kc4h8j7/run-9kc4h8j7.wandb
2024-05-23 10:19:32,103 DEBUG   SenderThread:235885 [sender.py:send():378] send: header
2024-05-23 10:19:32,113 DEBUG   SenderThread:235885 [sender.py:send():378] send: run
2024-05-23 10:19:32,624 INFO    SenderThread:235885 [dir_watcher.py:__init__():211] watching files in: /home/smartcps/AirSim/PythonClient/Create_adversarial_path_for_vehicle_in_AirSim/Scenarios2_(Train_Adversarial_Vehicle)/Case2/right_side/wandb/run-20240523_101932-9kc4h8j7/files
2024-05-23 10:19:32,624 INFO    SenderThread:235885 [sender.py:_start_run_threads():1123] run started: 9kc4h8j7 with start time 1716427172.093172
2024-05-23 10:19:32,635 DEBUG   HandlerThread:235885 [handler.py:handle_request():158] handle_request: check_version
2024-05-23 10:19:32,636 DEBUG   SenderThread:235885 [sender.py:send_request():405] send_request: check_version
2024-05-23 10:19:32,688 DEBUG   HandlerThread:235885 [handler.py:handle_request():158] handle_request: run_start
2024-05-23 10:19:32,721 DEBUG   HandlerThread:235885 [system_info.py:__init__():26] System info init
2024-05-23 10:19:32,721 DEBUG   HandlerThread:235885 [system_info.py:__init__():41] System info init done
2024-05-23 10:19:32,722 INFO    HandlerThread:235885 [system_monitor.py:start():194] Starting system monitor
2024-05-23 10:19:32,722 INFO    SystemMonitor:235885 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-23 10:19:32,723 INFO    HandlerThread:235885 [system_monitor.py:probe():214] Collecting system info
2024-05-23 10:19:32,723 INFO    SystemMonitor:235885 [interfaces.py:start():188] Started cpu monitoring
